subscriber_number,fid,created_at_timestamp
4844,888062,1748383885.79934
4845,240932,1748383892.49016
4846,795542,1748383896.32260
4847,1091530,1748383912.92665
4848,1091536,1748383912.93701
4849,1091544,1748383916.93071
4850,291489,1748383917.06879
4851,319925,1748383917.07801
4852,274551,1748383922.29807
4853,1091523,1748383933.14930
4854,9921,1748383933.15559
4855,1091549,1748383937.16991
4856,390183,1748383943.99056
4857,8573,1748383945.18273
4858,18274,1748383953.81269
4859,323723,1748383953.82221
4860,401137,1748383953.82546
4861,371178,1748383957.84632
4862,1091538,1748383961.97293
4863,592191,1748383970.31098
4864,379579,1748383972.34213
4865,8167,1748383974.82919
4866,422353,1748383977.92197
4867,240255,1748383981.91073
4868,319303,1748383981.91510
4869,297855,1748383984.86862
4870,5179,1748383988.86569
4871,13449,1748383999.13280
4872,265009,1748383999.24625
4873,300253,1748384000.79886
4874,7657,1748384003.14124
4875,273707,1748384007.14528
4876,1091552,1748384021.78740
4877,390584,1748384022.05261
4878,447840,1748384023.15532
4879,891370,1748384027.18629
4880,237000,1748384029.87593
4881,481584,1748384032.29833
4882,237209,1748384033.85834
4883,262775,1748384035.11304
4884,1091542,1748384043.79258
4885,800,1748384045.92698
4886,371462,1748384045.94111
4887,411324,1748384047.75909
4888,592487,1748384047.76524
4889,1091547,1748384058.56530
4890,233630,1748384058.59759
4891,187822,1748384058.88414
4892,242737,1748384063.88456
4893,210902,1748384063.88585
4894,1091533,1748384069.02236
4895,903345,1748384074.40254
4896,625287,1748384078.86224
4897,242754,1748384082.83958
4898,549372,1748384082.85036
4899,381485,1748384082.86463
4900,236625,1748384086.31913
4901,1087065,1748384086.85417
4902,573204,1748384088.57533
4903,456203,1748384092.91801
4904,242772,1748384099.77797
4905,1091556,1748384102.99826
4906,1091499,1748384103.85777
4907,533249,1748384107.01134
4908,1091558,1748384107.72521
4909,496465,1748384111.02676
4910,3323,1748384119.12990
4911,493312,1748384124.67749
4912,188381,1748384134.68428
4913,561203,1748384136.02294
4914,188592,1748384144.69271
4915,194024,1748384145.70220
4916,883770,1748384148.70774
4917,610368,1748384149.69674
4918,1067331,1748384152.70061
4919,435771,1748384153.69596
4920,942574,1748384156.22580
4921,931401,1748384160.83688
4922,1091532,1748384164.91361
4923,1002927,1748384174.70486
4924,552191,1748384177.52467
4925,12518,1748384178.71327
4926,770971,1748384178.72008
4927,461366,1748384181.54297
4928,1091548,1748384182.74464
4929,545280,1748384185.64435
4930,876109,1748384194.09169
4931,295588,1748384196.83863
4932,687913,1748384210.30852
4933,429573,1748384210.34769
4934,192247,1748384211.25707
4935,928134,1748384212.86897
4936,395408,1748384217.00388
4937,455675,1748384219.19785
4938,928121,1748384229.39065
4939,935829,1748384234.71412
4940,2001,1748384244.64110
4941,1091541,1748384244.65594
4942,328564,1748384244.65633
4943,931676,1748384247.11447
4944,928114,1748384247.11619
4945,974095,1748384247.11980
4946,453743,1748384248.63214
4947,244707,1748384248.65601
4948,191095,1748384248.65810
4949,1080633,1748384249.36948
4950,226538,1748384252.63704
4951,509721,1748384254.35398
4952,916858,1748384261.01172
4953,1091520,1748384265.02000
4954,334811,1748384269.15155
4955,306704,1748384272.39797
4956,18959,1748384272.40773
4957,212964,1748384278.97984
4958,1091546,1748384279.03558
4959,1091562,1748384282.97808
4960,933950,1748384284.75462
4961,928108,1748384286.99085
4962,272118,1748384290.79024
4963,442392,1748384297.36442
4964,22050,1748384302.00179
4965,1091569,1748384302.61168
4966,928085,1748384307.16493
4967,1091363,1748384317.77589
4968,810305,1748384318.73247
4969,614928,1748384324.74580
4970,283030,1748384327.29501
4971,291758,1748384327.32071
4972,452215,1748384328.74494
4973,1091561,1748384328.75681
4974,297057,1748384338.66015
4975,341612,1748384342.74998
4976,23420,1748384350.84638
4977,243448,1748384351.09339
4978,1091570,1748384351.12783
4979,1090133,1748384355.18400
4980,299508,1748384361.53754
4981,214648,1748384362.68281
4982,1069993,1748384369.80584
4983,1091510,1748384377.53071
4984,19026,1748384380.85359
4985,616178,1748384382.64547
4986,916882,1748384392.85739
4987,1091554,1748384392.86133
4988,1091555,1748384394.34905
4989,275194,1748384395.87774
4990,1061974,1748384395.89159
4991,4469,1748384399.86980
4992,286172,1748384403.76795
4993,17218,1748384408.71598
4994,379263,1748384412.73485
4995,263373,1748384421.57376
4996,1091568,1748384421.81844
4997,5328,1748384425.81686
4998,932619,1748384429.87162
4999,1075468,1748384434.55581
5000,875683,1748384438.54721
5001,194028,1748384444.02086
5002,296527,1748384446.56094
5003,398269,1748384448.03163
5004,239405,1748384448.48352
5005,15031,1748384453.34580
5006,932717,1748384457.35641
5007,283597,1748384468.62602
5008,1091577,1748384478.78590
5009,1077452,1748384478.79054
5010,597941,1748384482.79760
5011,444649,1748384487.49922
5012,1091537,1748384488.66786
5013,198629,1748384490.82101
5014,2723,1748384494.52712
5015,571502,1748384502.23900
5016,237035,1748384502.24446
5017,242800,1748384506.64312
5018,1091565,1748384514.71451
5019,771910,1748384519.90211
5020,1091580,1748384523.91631
5021,246067,1748384528.11779
5022,393855,1748384530.95238
5023,916897,1748384530.95385
5024,1015455,1748384532.80871
5025,19003,1748384541.69261
5026,340986,1748384541.70568
5027,1091575,1748384553.57914
5028,287839,1748384557.57119
5029,276001,1748384569.97156
5030,1091573,1748384570.53241
5031,255910,1748384570.53948
5032,301575,1748384573.67023
5033,1091543,1748384575.62034
5034,395469,1748384577.66413
5035,891447,1748384589.00736
5036,525204,1748384592.99549
5037,234616,1748384598.40640
5038,1091585,1748384600.99010
5039,534786,1748384600.99364
5040,452032,1748384602.75472
5041,792867,1748384605.23596
5042,1091583,1748384612.22311
5043,449525,1748384612.59643
5044,210707,1748384616.60715
5045,436781,1748384617.87239
5046,236279,1748384622.23975
5047,394081,1748384630.27076
5048,17076,1748384631.32461
5049,277636,1748384636.39015
5050,328172,1748384638.82450
5051,481823,1748384642.82771
5052,498215,1748384646.86155
5053,238032,1748384648.23240
5054,569486,1748384648.24748
5055,915875,1748384661.54949
5056,771912,1748384661.55868
5057,666121,1748384672.85689
5058,698278,1748384674.61376
5059,272416,1748384687.31986
5060,305260,1748384691.32352
5061,1091587,1748384696.96248
5062,1091589,1748384702.99053
5063,268266,1748384708.16528
5064,317221,1748384708.18378
5065,451226,1748384712.16748
5066,286139,1748384716.18720
5067,1088136,1748384716.67241
5068,317307,1748384720.22097
5069,1198,1748384720.56867
5070,254154,1748384726.58331
5071,1091590,1748384728.57986
5072,1091420,1748384730.61533
5073,273012,1748384741.06004
5074,681616,1748384746.24954
5075,294678,1748384746.26321
5076,8757,1748384749.74147
5077,1024833,1748384752.82490
5078,454349,1748384757.56808
5079,1042482,1748384763.51643
5080,594785,1748384765.99371
5081,616261,1748384773.75987
5082,18223,1748384797.90977
5083,329174,1748384804.97538
5084,262903,1748384814.49557
5085,899058,1748384815.60250
5086,234663,1748384817.42778
5087,237346,1748384819.56112
5088,2471,1748384823.58127
5089,394060,1748384823.81311
5090,683759,1748384836.69960
5091,321362,1748384843.00792
5092,188057,1748384845.72062
5093,283268,1748384852.47246
5094,550922,1748384852.75525
5095,287162,1748384858.54145
5096,771913,1748384860.49976
5097,115,1748384860.50374
5098,272492,1748384860.50548
5099,298857,1748384860.50796
5100,286788,1748384861.95319
5101,235842,1748384862.02998
5102,1091593,1748384866.74986
5103,1992,1748384870.06009
5104,916912,1748384874.91007
5105,277248,1748384882.93374
5106,1091594,1748384885.83132
5107,286749,1748384903.61252
5108,1091597,1748384914.76688
5109,556450,1748384914.77111
5110,477858,1748384916.01707
5111,1091444,1748384921.51724
5112,685677,1748384925.93069
5113,865968,1748384931.52257
5114,295682,1748384932.66672
5115,532244,1748384932.67186
5116,969800,1748384936.73159
5117,1091598,1748384940.69398
5118,539955,1748384940.69789
5119,879107,1748384940.70442
5120,499406,1748384949.61482
5121,1091596,1748384949.61543
5122,565475,1748384949.65010
5123,214746,1748384949.66159
5124,235997,1748384949.66819
5125,648011,1748384951.67952
5126,771914,1748384953.67008
5127,573824,1748384954.65688
5128,17604,1748384955.69056
5129,249790,1748384955.70332
5130,264143,1748384957.68348
5131,1045847,1748384964.21977
5132,15667,1748384964.45913
5133,917507,1748384964.46456
5134,10430,1748384967.08792
5135,19442,1748384976.95671
5136,476959,1748384976.97846
5137,937227,1748384987.30398
5138,4877,1748384991.32196
5139,18619,1748384991.32615
5140,797008,1748384991.82738
5141,189059,1748384999.32214
5142,8975,1748385000.68233
5143,331291,1748385010.88685
5144,532327,1748385022.75458
5145,1091564,1748385023.48313
5146,241554,1748385023.77529
5147,256442,1748385025.17311
5148,439131,1748385026.75508
5149,607964,1748385026.75721
5150,916982,1748385027.79190
5151,431336,1748385031.48829
5152,1091531,1748385034.48196
5153,8711,1748385034.48459
5154,1091595,1748385038.47984
5155,772050,1748385041.75814
5156,788163,1748385042.49447
5157,409240,1748385046.49851
5158,317377,1748385047.78324
5159,446706,1748385050.43005
5160,550874,1748385051.81178
5161,378540,1748385052.44684
5162,1091607,1748385054.52371
5163,317402,1748385063.15025
5164,1104,1748385072.31916
5165,316454,1748385075.29173
5166,317435,1748385076.26305
5167,573398,1748385081.32576
5168,265939,1748385081.32818
5169,403537,1748385081.33388
5170,302388,1748385081.33971
5171,1091608,1748385085.76527
5172,1091606,1748385088.37817
5173,797699,1748385089.75785
5174,1091588,1748385093.76592
5175,13991,1748385093.76644
5176,331237,1748385094.66946
5177,325925,1748385103.04222
5178,487841,1748385104.60833
5179,455296,1748385111.05033
5180,404454,1748385112.97247
5181,772052,1748385119.63828
5182,314627,1748385123.66536
5183,1091600,1748385132.56135
5184,1075660,1748385132.56849
5185,16888,1748385132.57629
5186,235803,1748385133.42243
5187,1091612,1748385138.84510
5188,321802,1748385138.86199
5189,504731,1748385146.44977
5190,213685,1748385153.08958
5191,1004013,1748385160.21583
5192,297576,1748385163.98113
5193,19016,1748385168.00095
5194,876706,1748385168.22135
5195,222896,1748385172.23325
5196,916995,1748385174.14490
5197,866435,1748385185.53417
5198,228823,1748385185.55044
5199,1091609,1748385193.98343
5200,246955,1748385198.41452
5201,765786,1748385199.82072
5202,387218,1748385207.73486
5203,772051,1748385212.43583
5204,200285,1748385212.84539
5205,8637,1748385215.74834
5206,280220,1748385220.90493
5207,7415,1748385225.94761
5208,360600,1748385225.94990
5209,437269,1748385227.09625
5210,795589,1748385229.95733
5211,434862,1748385254.23555
5212,462550,1748385257.09728
5213,787769,1748385267.60095
5214,492711,1748385269.85414
5215,1091618,1748385269.85468
5216,215589,1748385269.87182
5217,1091619,1748385271.60802
5218,265314,1748385279.52646
5219,593351,1748385281.03811
5220,1078305,1748385299.62625
5221,899327,1748385299.64658
5222,266593,1748385306.71605
5223,772054,1748385306.72094
5224,299929,1748385306.74009
5225,300500,1748385308.77272
5226,540559,1748385313.16161
5227,608308,1748385313.16248
5228,555869,1748385317.33418
5229,287009,1748385323.23086
5230,512328,1748385325.04865
5231,139,1748385328.16414
5232,191951,1748385329.09720
5233,271619,1748385332.15878
5234,1091592,1748385332.17177
5235,1076927,1748385335.75416
5236,917012,1748385336.17341
5237,285319,1748385336.18373
5238,494788,1748385346.85388
5239,345447,1748385346.85523
5240,690303,1748385349.21613
5241,20278,1748385349.23687
5242,267269,1748385350.85265
5243,518132,1748385353.22109
5244,1091615,1748385363.00050
5245,305412,1748385364.48348
5246,635806,1748385382.95466
5247,1091574,1748385386.95172
5248,772053,1748385386.95504
5249,221166,1748385390.96914
5250,724356,1748385396.63181
5251,1091610,1748385408.64925
5252,862500,1748385408.88470
5253,8636,1748385419.02223
5254,15205,1748385420.67391
5255,1091628,1748385428.78478
5256,1091627,1748385432.81558
5257,1091632,1748385436.54734
5258,1091631,1748385444.83649
5259,246560,1748385449.82129
5260,384835,1748385460.26422
5261,1091629,1748385465.31572
5262,561938,1748385467.49113
5263,1049184,1748385471.51624
5264,1002227,1748385502.46377
5265,917040,1748385506.46909
5266,559493,1748385514.99185
5267,811438,1748385522.11170
5268,206946,1748385528.50574
5269,451542,1748385534.19961
5270,192670,1748385538.45040
5271,346295,1748385546.99531
5272,260389,1748385547.00123
5273,213038,1748385556.46619
5274,425592,1748385557.60447
5275,592664,1748385561.66605
5276,189052,1748385565.09877
5277,18690,1748385565.10677
5278,1022865,1748385565.61641
5279,1051181,1748385566.74446
5280,543769,1748385574.11293
5281,1091635,1748385575.12736
5282,1087942,1748385575.13468
5283,299174,1748385575.14632
5284,423594,1748385577.41215
5285,1050190,1748385578.12261
5286,1091503,1748385580.49799
5287,341551,1748385583.07674
5288,539688,1748385597.54755
5289,1091638,1748385605.51537
5290,317161,1748385605.51808
5291,262800,1748385605.65710
5292,15107,1748385609.52864
5293,284457,1748385610.99367
5294,378143,1748385611.18346
5295,1090831,1748385613.53656
5296,455637,1748385619.17115
5297,458124,1748385621.27094
5298,423714,1748385621.55639
5299,329739,1748385632.51590
5300,352470,1748385634.64785
5301,258318,1748385636.67579
5302,624431,1748385642.66474
5303,1091639,1748385642.66720
5304,191460,1748385646.66738
5305,383525,1748385647.85515
5306,191226,1748385651.88028
5307,241453,1748385664.56515
5308,314062,1748385677.85939
5309,378263,1748385677.87729
5310,771566,1748385681.62837
5311,879850,1748385681.94766
5312,213036,1748385694.73500
5313,22401,1748385694.73743
5314,875913,1748385699.77327
5315,8192,1748385700.32506
5316,771562,1748385701.44309
5317,771680,1748385701.44385
5318,771565,1748385701.44540
5319,771724,1748385701.46262
5320,4914,1748385704.31603
5321,771564,1748385710.34377
5322,1091603,1748385710.46861
5323,771681,1748385712.07004
5324,1091604,1748385723.99948
5325,1051328,1748385724.46205
5326,265879,1748385724.65312
5327,469876,1748385740.62173
5328,569666,1748385741.98476
5329,409665,1748385750.21144
5330,288885,1748385756.29510
5331,14486,1748385760.07339
5332,1091633,1748385764.07257
5333,934015,1748385764.52532
5334,309276,1748385764.64135
5335,259352,1748385771.91324
5336,191780,1748385778.58526
5337,242279,1748385795.71362
5338,634530,1748385798.38453
5339,213144,1748385798.38673
5340,188208,1748385802.39511
5341,247605,1748385802.59087
5342,1091652,1748385806.40668
5343,1086049,1748385806.41708
5344,632746,1748385824.57817
5345,18262,1748385824.62385
5346,327734,1748385828.44746
5347,339852,1748385828.44833
5348,16897,1748385832.46789
5349,1091646,1748385839.71081
5350,1091651,1748385841.20087
5351,318184,1748385844.97834
5352,237249,1748385845.19722
5353,616836,1748385846.57525
5354,875920,1748385848.97682
5355,17879,1748385852.87448
5356,330937,1748385861.03749
5357,1078289,1748385868.49309
5358,1091660,1748385890.92956
5359,582122,1748385890.94092
5360,687512,1748385902.66520
5361,575668,1748385906.06805
5362,1091653,1748385910.05854
5363,261778,1748385914.43890
5364,282858,1748385914.99940
5365,233390,1748385924.47291
5366,273747,1748385936.15891
5367,1091656,1748385940.16562
5368,542990,1748385940.86308
5369,274663,1748385942.57571
5370,885391,1748385943.22225
5371,594793,1748385944.17302
5372,493333,1748385944.17645
5373,683721,1748385948.74378
5374,17418,1748385952.74849
5375,1091636,1748385958.81403
5376,1091665,1748385970.23948
5377,390060,1748385976.89029
5378,1091662,1748385976.89832
5379,874282,1748385984.91406
5380,243888,1748385988.92638
5381,379750,1748385989.65832
5382,11502,1748385996.21634
5383,876248,1748385997.88749
5384,1091661,1748386000.21991
5385,4522,1748386009.15284
5386,1091658,1748386043.49960
5387,1078295,1748386043.49998
5388,1091671,1748386053.01557
5389,938673,1748386053.41772
5390,1208,1748386056.17196
5391,427425,1748386056.92780
5392,317123,1748386065.80527
5393,245786,1748386070.87164
5394,314353,1748386073.58642
5395,217341,1748386081.23213
5396,795,1748386086.62411
5397,389476,1748386099.33326
5398,892579,1748386099.33909
5399,438463,1748386103.34411
5400,1071925,1748386103.41076
5401,978572,1748386105.61121
5402,265313,1748386109.61098
5403,482820,1748386112.04375
5404,557618,1748386116.30591
5405,330050,1748386120.31216
5406,1091674,1748386129.95168
5407,12947,1748386132.69033
5408,367639,1748386140.70594
5409,1050586,1748386141.27751
5410,555729,1748386151.87498
5411,23466,1748386152.60448
5412,1091623,1748386154.60215
5413,378208,1748386159.90016
5414,569357,1748386170.80526
5415,408674,1748386171.36800
5416,1075124,1748386174.80342
5417,389922,1748386174.88533
5418,1091557,1748386176.71909
5419,627924,1748386178.81937
5420,1091676,1748386178.90401
5421,1091643,1748386187.54718
5422,1091668,1748386202.45289
5423,295943,1748386221.71903
5424,1091672,1748386221.83104
5425,407397,1748386223.07940
5426,504678,1748386223.09753
5427,2139,1748386227.08915
5428,14379,1748386243.96320
5429,401582,1748386250.35474
5430,13139,1748386250.74055
5431,482078,1748386259.83828
5432,426684,1748386261.18852
5433,345656,1748386282.66218
5434,21112,1748386287.75099
5435,1091667,1748386292.88981
5436,866983,1748386293.33237
5437,297087,1748386298.53660
5438,1091654,1748386304.04222
5439,1015309,1748386304.04969
5440,320271,1748386314.29371
5441,1091689,1748386321.65157
5442,1091680,1748386331.03089
5443,1091693,1748386333.51352
5444,288499,1748386333.52974
5445,8968,1748386349.70904
5446,987581,1748386361.09473
5447,1091624,1748386364.22045
5448,712181,1748386368.81877
5449,210858,1748386372.81356
5450,554830,1748386374.33860
5451,432709,1748386375.10606
5452,1091699,1748386379.10825
5453,624109,1748386382.10226
5454,284487,1748386383.04777
5455,876255,1748386383.14176
5456,537780,1748386387.04957
5457,430554,1748386391.05562
5458,345186,1748386391.05602
5459,514023,1748386391.70179
5460,246397,1748386395.70246
5461,1089324,1748386396.53080
5462,708823,1748386404.59192
5463,246943,1748386409.47894
5464,1091697,1748386410.67124
5465,1091655,1748386416.71149
5466,234940,1748386420.71970
5467,302101,1748386420.72555
5468,1091686,1748386421.39860
5469,243612,1748386424.73592
5470,1091692,1748386429.63410
5471,370596,1748386429.95287
5472,3854,1748386438.59863
5473,2461,1748386442.60749
5474,274700,1748386442.61152
5475,879696,1748386466.60157
5476,266135,1748386480.56163
5477,1091703,1748386481.45300
5478,1348,1748386493.17077
5479,248415,1748386499.86490
5480,286532,1748386501.77460
5481,242704,1748386506.68055
5482,255708,1748386507.17549
5483,893565,1748386514.07494
5484,412377,1748386514.07778
5485,382891,1748386514.11770
5486,771966,1748386516.18252
5487,771683,1748386516.19022
5488,771679,1748386516.19324
5489,940571,1748386516.22412
5490,344049,1748386518.89167
5491,1091560,1748386520.75173
5492,1091711,1748386526.03601
5493,771964,1748386526.03636
5494,771965,1748386526.03969
5495,771682,1748386526.04318
5496,689309,1748386534.99717
5497,1091706,1748386543.75667
5498,616914,1748386543.75697
5499,1051318,1748386550.45254
5500,1091663,1748386554.45856
5501,1051310,1748386566.95053
5502,265024,1748386574.66597
5503,247216,1748386575.37642
5504,423099,1748386584.60689
5505,1091709,1748386594.65914
5506,469129,1748386594.66207
5507,1091701,1748386596.69466
5508,237191,1748386598.32034
5509,870900,1748386598.68169
5510,1091681,1748386598.69733
5511,275324,1748386600.17303
5512,304832,1748386600.19151
5513,520798,1748386600.19206
5514,876262,1748386600.69360
5515,435037,1748386605.58928
5516,1004483,1748386609.60614
5517,1091707,1748386611.43628
5518,1091648,1748386619.48116
5519,187821,1748386619.48154
5520,574930,1748386623.72043
5521,560139,1748386628.92639
5522,1091716,1748386636.54013
5523,8317,1748386637.65758
5524,1091540,1748386639.08651
5525,564653,1748386642.58195
5526,398534,1748386648.90862
5527,14499,1748386652.71957
5528,312211,1748386656.92529
5529,269392,1748386659.30233
5530,576010,1748386663.31294
5531,452166,1748386664.65737
5532,1091143,1748386667.33112
5533,14191,1748386675.58530
5534,264348,1748386680.28709
5535,23023,1748386680.52675
5536,741472,1748386704.84799
5537,318810,1748386719.05666
5538,18586,1748386719.05995
5539,1091719,1748386719.31415
5540,419265,1748386729.05417
5541,1091659,1748386737.93195
5542,17912,1748386737.94517
5543,194519,1748386741.95673
5544,1091645,1748386746.90757
5545,4901,1748386749.83221
5546,1091712,1748386752.21251
5547,1091725,1748386758.80835
5548,187744,1748386763.53044
5549,188421,1748386766.76481
5550,880117,1748386771.41978
5551,1091704,1748386779.44635
5552,277856,1748386779.46276
5553,343971,1748386780.08719
5554,9879,1748386787.45904
5555,189896,1748386788.40106
5556,1088071,1748386791.71836
5557,286180,1748386791.72645
5558,9967,1748386797.24664
5559,1091730,1748386800.75671
5560,1091733,1748386800.77106
5561,1091732,1748386800.82297
5562,273897,1748386804.78837
5563,1091700,1748386808.67557
5564,1091691,1748386808.79809
5565,280995,1748386808.80834
5566,876273,1748386808.81819
5567,14503,1748386812.44985
5568,6244,1748386816.45932
5569,11370,1748386817.04058
5570,448205,1748386817.09105
5571,19008,1748386820.47176
5572,936553,1748386824.48117
5573,1091641,1748386825.94220
5574,246545,1748386833.81137
5575,401015,1748386836.80594
5576,14862,1748386838.85369
5577,1091720,1748386840.82554
5578,1090598,1748386847.62683
5579,1279,1748386847.63250
5580,1076080,1748386849.34723
5581,236056,1748386853.19741
5582,299633,1748386853.35317
5583,647944,1748386853.37344
5584,461321,1748386857.39152
5585,14512,1748386860.73539
5586,984563,1748386865.39141
5587,403517,1748386866.98310
5588,274199,1748386869.68820
5589,7043,1748386871.03749
5590,234655,1748386876.61641
5591,239819,1748386878.98774
5592,264101,1748386880.67166
5593,234601,1748386884.64614
5594,487683,1748386888.66098
5595,212982,1748386892.76573
5596,251780,1748386893.31713
5597,1091647,1748386893.32753
5598,282463,1748386902.24589
5599,264269,1748386906.22437
5600,732860,1748386907.29422
5601,978438,1748386907.30242
5602,361691,1748386911.30394
5603,645948,1748386915.70501
5604,236107,1748386916.98591
5605,5321,1748386922.70812
5606,16863,1748386926.73158
5607,1091739,1748386927.92165
5608,1063253,1748386936.89003
5609,254808,1748386945.65766
5610,1018464,1748386954.88791
5611,251785,1748386956.13277
5612,193438,1748386958.58696
5613,1050955,1748386960.17201
5614,16244,1748386962.58538
5615,553977,1748386964.15448
5616,1091614,1748386964.63498
5617,11539,1748386970.64412
5618,1091620,1748386980.22592
5619,205219,1748386982.21274
5620,572033,1748386982.22309
5621,1249,1748386986.20651
5622,7057,1748386986.83336
5623,10655,1748386986.92470
5624,556686,1748386989.87153
5625,1091724,1748386990.01978
5626,290009,1748386990.02430
5627,1091737,1748386990.02924
5628,519644,1748386994.98170
5629,2091,1748386998.58924
5630,13754,1748387000.77067
5631,1002086,1748387010.86276
5632,21400,1748387010.88611
5633,193250,1748387011.98822
5634,1091722,1748387015.08048
5635,1091745,1748387016.00172
5636,326421,1748387018.70131
5637,500224,1748387019.09075
5638,1091746,1748387025.79177
5639,341129,1748387025.81132
5640,344794,1748387026.43014
5641,310093,1748387028.40813
5642,583846,1748387029.80176
5643,1091752,1748387029.81396
5644,479629,1748387030.98422
5645,323906,1748387033.81336
5646,1230,1748387038.96524
5647,1091742,1748387038.97028
5648,1091702,1748387039.70964
5649,433442,1748387043.77789
5650,975271,1748387045.01146
5651,193983,1748387045.01755
5652,406073,1748387047.07736
5653,211612,1748387047.73451
5654,512514,1748387047.76101
5655,1091683,1748387047.77395
5656,1091741,1748387049.00741
5657,1091605,1748387051.08899
5658,425948,1748387053.07580
5659,14965,1748387056.23575
5660,16353,1748387056.77071
5661,245638,1748387078.60610
5662,1091751,1748387080.26234
5663,1091749,1748387082.73954
5664,432336,1748387084.60408
5665,491626,1748387084.61017
5666,335119,1748387088.41262
5667,236185,1748387088.71185
5668,1091666,1748387092.39663
5669,350139,1748387092.39803
5670,1091753,1748387092.58978
5671,261084,1748387100.41273
5672,1091602,1748387105.79157
5673,1091657,1748387114.07081
5674,259526,1748387114.61925
5675,324337,1748387117.99247
5676,231754,1748387118.06973
5677,234900,1748387118.62007
5678,395263,1748387119.77369
5679,192692,1748387123.08040
5680,876303,1748387125.76822
5681,468159,1748387128.51906
5682,245723,1748387129.06478
5683,1091747,1748387129.07523
5684,1091708,1748387129.08267
5685,194,1748387129.78255
5686,242641,1748387132.53561
5687,475050,1748387132.76303
5688,7341,1748387136.79874
5689,725521,1748387137.09459
5690,289702,1748387141.11410
5691,1091694,1748387150.64464
5692,288135,1748387153.07434
5693,14707,1748387159.88033
5694,317526,1748387159.89486
5695,1091754,1748387163.88598
5696,499385,1748387165.04553
5697,1091696,1748387167.90498
5698,445234,1748387169.01964
5699,890224,1748387172.85939
5700,245749,1748387204.03735
5701,189359,1748387223.27179
5702,886688,1748387225.60310
5703,675829,1748387225.61010
5704,399444,1748387230.01568
5705,1088903,1748387230.03851
5706,1091759,1748387232.14814
5707,559440,1748387236.50622
5708,13676,1748387238.83120
5709,461102,1748387240.76942
5710,1091756,1748387242.83654
5711,271186,1748387247.25291
5712,343324,1748387251.25343
5713,191832,1748387254.52026
5714,192691,1748387254.52806
5715,275432,1748387254.76941
5716,1048130,1748387258.77601
5717,254736,1748387262.83132
5718,876364,1748387268.77940
5719,1091760,1748387272.29189
5720,338623,1748387274.74905
5721,7227,1748387278.60653
5722,560235,1748387284.40807
5723,1091728,1748387288.39726
5724,315181,1748387288.41617
5725,1050772,1748387290.61234
5726,452487,1748387296.38297
5727,253828,1748387304.50600
5728,10311,1748387309.75826
5729,240795,1748387309.77323
5730,4036,1748387311.98747
5731,472581,1748387316.83733
5732,195562,1748387318.13423
5733,1091690,1748387319.95585
5734,1091762,1748387324.85576
5735,1091642,1748387327.43478
5736,15789,1748387328.86789
5737,810463,1748387331.38787
5738,1091353,1748387332.84449
5739,390406,1748387332.87259
5740,17748,1748387332.87632
5741,441439,1748387342.60647
5742,344380,1748387348.51661
5743,1091723,1748387348.53978
5744,985841,1748387367.86449
5745,1091479,1748387375.84267
5746,1091764,1748387376.01351
5747,537682,1748387379.83757
5748,19115,1748387381.44448
5749,1091767,1748387382.26274
5750,307125,1748387388.27915
5751,350753,1748387399.50648
5752,327524,1748387399.51147
5753,480957,1748387399.52060
5754,876370,1748387399.81752
5755,248320,1748387403.53984
5756,886476,1748387407.53446
5757,271924,1748387415.77958
5758,251316,1748387419.32525
5759,896298,1748387420.91677
5760,553918,1748387420.93327
5761,1091679,1748387432.36688
5762,711293,1748387433.22224
5763,515103,1748387433.24042
5764,1091721,1748387434.96688
5765,589324,1748387439.84366
5766,876740,1748387446.29698
5767,1091744,1748387446.34664
5768,20281,1748387451.71659
5769,1091763,1748387455.71236
5770,251030,1748387462.11833
5771,1042728,1748387462.12726
5772,1091550,1748387462.68831
5773,237449,1748387462.70449
5774,1091779,1748387468.75738
5775,1091710,1748387471.14000
5776,2902,1748387478.40403
5777,1091775,1748387478.42185
5778,1091625,1748387478.66406
5779,312316,1748387486.42108
5780,1091772,1748387486.69650
5781,264001,1748387495.30063
5782,638247,1748387496.04391
5783,316412,1748387497.54402
5784,804641,1748387497.54432
5785,292345,1748387499.31161
5786,193947,1748387502.58839
5787,283735,1748387511.12998
5788,210809,1748387516.30425
5789,315721,1748387516.74366
5790,422855,1748387520.33497
5791,1025210,1748387524.34556
5792,1087901,1748387528.35952
5793,988448,1748387528.65168
5794,1091734,1748387530.06440
5795,15081,1748387537.78111
5796,379740,1748387539.79803
5797,601246,1748387541.78794
5798,1091685,1748387547.06764
5799,1091750,1748387551.07038
5800,5511,1748387555.10711
5801,300941,1748387557.84303
5802,248713,1748387563.11573
5803,520296,1748387566.01625
5804,18377,1748387570.02059
5805,6987,1748387570.61814
5806,1091758,1748387572.74326
5807,772031,1748387576.74948
5808,1091768,1748387578.84126
5809,772029,1748387578.95764
5810,771967,1748387581.21509
5811,264336,1748387582.85401
5812,771963,1748387582.97737
5813,331026,1748387584.77498
5814,322661,1748387584.79343
5815,772030,1748387585.21394
5816,665672,1748387585.21598
5817,1091695,1748387607.84849
5818,21052,1748387618.08503
5819,876377,1748387620.12288
5820,1091791,1748387632.45355
5821,1091774,1748387639.67825
5822,1091784,1748387641.60790
5823,1091748,1748387641.61779
5824,772171,1748387645.61128
5825,15881,1748387649.62436
