subscriber_number,fid,created_at_timestamp
1676,361898,1748376922.12271
1677,2202,1748376922.16083
1678,538174,1748376922.17615
1679,383312,1748376922.51098
1680,263615,1748376923.43786
1681,194372,1748376923.43836
1682,9138,1748376926.10930
1683,345252,1748376926.11720
1684,210698,1748376926.39930
1685,262572,1748376927.45345
1686,617237,1748376927.49083
1687,263309,1748376930.11180
1688,379906,1748376930.11513
1689,569316,1748376930.14269
1690,1389,1748376930.41140
1691,14704,1748376931.33907
1692,6090,1748376931.34733
1693,4479,1748376931.35460
1694,559,1748376931.46192
1695,2341,1748376931.46464
1696,889692,1748376934.13296
1697,1401,1748376934.13996
1698,1287,1748376934.14389
1699,1015735,1748376934.43275
1700,7589,1748376935.35243
1701,528496,1748376935.49371
1702,264281,1748376938.14575
1703,344886,1748376938.43578
1704,1088690,1748376939.37204
1705,302759,1748376939.50148
1706,875265,1748376939.51113
1707,882037,1748376943.50552
1708,707409,1748376943.89335
1709,405677,1748376944.65865
1710,1007423,1748376946.16604
1711,338707,1748376946.18711
1712,765030,1748376951.83352
1713,778933,1748376952.09335
1714,775378,1748376954.18427
1715,18850,1748376954.18793
1716,612845,1748376954.19698
1717,286418,1748376954.19905
1718,428296,1748376955.79980
1719,778672,1748376955.81311
1720,212527,1748376956.09613
1721,189601,1748376956.09935
1722,12502,1748376956.10152
1723,1091193,1748376958.19447
1724,512581,1748376958.20434
1725,775452,1748376959.81027
1726,196382,1748376960.12754
1727,187737,1748376960.14696
1728,497797,1748376960.15673
1729,303,1748376962.20613
1730,290144,1748376964.13010
1731,466688,1748376964.13904
1732,314258,1748376966.21965
1733,861771,1748376966.24138
1734,262250,1748376967.38130
1735,454982,1748376967.83570
1736,331273,1748376968.14104
1737,8476,1748376968.14636
1738,14947,1748376970.23176
1739,587614,1748376971.85458
1740,775453,1748376971.86301
1741,446053,1748376972.07412
1742,579527,1748376972.18854
1743,17571,1748376972.76856
1744,288425,1748376974.24103
1745,359028,1748376974.24147
1746,284414,1748376976.17623
1747,3087,1748376976.22729
1748,287464,1748376976.78915
1749,370218,1748376976.79953
1750,247258,1748376978.24193
1751,442053,1748376978.35213
1752,473,1748376980.80040
1753,13587,1748376980.80671
1754,1050727,1748376980.81328
1755,995558,1748376980.81710
1756,4923,1748376982.49454
1757,407533,1748376983.11167
1758,420493,1748376984.20190
1759,801120,1748376984.21917
1760,271138,1748376984.22186
1761,771613,1748376986.48039
1762,243792,1748376986.50710
1763,301989,1748376987.13171
1764,276722,1748376988.18990
1765,17980,1748376990.57221
1766,3642,1748376991.13346
1767,2754,1748376991.13388
1768,967502,1748376992.19536
1769,4632,1748376994.81407
1770,322877,1748376995.13040
1771,462566,1748376995.13797
1772,110042,1748376998.51692
1773,308588,1748376998.51735
1774,245798,1748376998.81789
1775,774965,1748376999.15369
1776,346145,1748376999.15414
1777,1091183,1748377001.39109
1778,13447,1748377002.50677
1779,379809,1748377002.50731
1780,13478,1748377002.59745
1781,513318,1748377002.90460
1782,464642,1748377005.38118
1783,528533,1748377006.51778
1784,383927,1748377006.52317
1785,244344,1748377006.85118
1786,1255,1748377006.85139
1787,280,1748377009.42443
1788,290328,1748377010.51818
1789,262916,1748377011.82730
1790,18827,1748377013.38764
1791,414543,1748377013.39470
1792,882720,1748377015.02571
1793,372935,1748377017.39519
1794,388143,1748377019.04475
1795,444117,1748377019.04824
1796,448654,1748377019.04861
1797,388973,1748377019.81724
1798,388998,1748377019.82139
1799,738,1748377019.82299
1800,262396,1748377020.56703
1801,754220,1748377021.20843
1802,194264,1748377021.21386
1803,1265,1748377021.22218
1804,6377,1748377023.81597
1805,644826,1748377025.21869
1806,373318,1748377025.22802
1807,16467,1748377027.05629
1808,328041,1748377027.06060
1809,397885,1748377027.81771
1810,228923,1748377029.33245
1811,422333,1748377030.82042
1812,405690,1748377031.07873
1813,236263,1748377032.39409
1814,217530,1748377033.24910
1815,888584,1748377033.24958
1816,326630,1748377033.27046
1817,195531,1748377036.40024
1818,265198,1748377039.19453
1819,362729,1748377040.42756
1820,1091204,1748377040.42796
1821,75,1748377040.46426
1822,299201,1748377040.50573
1823,555425,1748377041.26726
1824,1000789,1748377041.27128
1825,232187,1748377043.19702
1826,781855,1748377043.20527
1827,740572,1748377043.20567
1828,9995,1748377044.43328
1829,1000804,1748377044.50024
1830,627161,1748377044.50082
1831,17093,1748377045.27642
1832,637913,1748377049.14156
1833,1047658,1748377049.29316
1834,16453,1748377050.79028
1835,9890,1748377052.93962
1836,21925,1748377053.15650
1837,19050,1748377053.15978
1838,348440,1748377053.30479
1839,249262,1748377058.77497
1840,188566,1748377058.93605
1841,563221,1748377060.60176
1842,13121,1748377062.80161
1843,636,1748377063.80121
1844,238187,1748377064.12054
1845,277366,1748377064.14404
1846,10081,1748377064.21353
1847,272409,1748377064.67434
1848,1091029,1748377066.78852
1849,475636,1748377067.81412
1850,475720,1748377067.81817
1851,475633,1748377067.82115
1852,475712,1748377067.95349
1853,778942,1748377067.95397
1854,475719,1748377067.97051
1855,475632,1748377068.60649
1856,475634,1748377068.61057
1857,475723,1748377068.61921
1858,475722,1748377068.62306
1859,373373,1748377068.62341
1860,475711,1748377068.64017
1861,378,1748377069.60034
1862,475716,1748377070.80389
1863,475714,1748377070.80465
1864,475721,1748377070.81874
1865,375536,1748377071.81988
1866,475715,1748377071.82038
1867,780914,1748377071.82538
1868,479174,1748377071.83507
1869,475635,1748377071.95630
1870,292558,1748377071.96348
1871,633590,1748377071.97411
1872,461322,1748377072.60127
1873,636171,1748377072.60491
1874,633612,1748377072.61108
1875,635840,1748377074.81392
1876,633513,1748377074.81727
1877,293466,1748377074.81800
1878,633547,1748377074.81959
1879,633479,1748377075.82903
1880,635772,1748377075.82945
1881,636104,1748377075.97222
1882,636136,1748377076.61807
1883,335672,1748377076.61911
1884,239442,1748377078.81411
1885,336323,1748377082.83304
1886,353419,1748377082.84148
1887,861776,1748377084.00796
1888,196083,1748377084.01015
1889,552466,1748377084.01177
1890,239933,1748377084.01218
1891,724351,1748377084.63513
1892,474243,1748377086.85241
1893,474268,1748377086.85435
1894,474371,1748377086.90278
1895,474324,1748377087.81024
1896,474298,1748377087.81063
1897,677350,1748377087.81106
1898,474373,1748377087.82845
1899,474331,1748377087.82929
1900,474338,1748377087.83635
1901,621210,1748377087.83666
1902,367991,1748377087.83760
1903,474250,1748377088.00871
1904,5440,1748377088.00912
1905,4945,1748377088.02128
1906,474230,1748377088.02167
1907,471966,1748377088.02412
1908,474258,1748377088.64930
1909,218957,1748377088.65461
1910,474342,1748377088.65823
1911,474372,1748377088.66091
1912,1091160,1748377088.66132
1913,17355,1748377090.85702
1914,1001529,1748377092.67650
1915,17771,1748377092.74124
1916,435,1748377094.86645
1917,1051675,1748377094.87814
1918,297024,1748377096.66606
1919,7466,1748377096.68297
1920,779226,1748377096.71490
1921,844396,1748377096.73049
1922,269091,1748377096.74016
1923,9809,1748377096.76082
1924,409644,1748377105.07864
1925,375053,1748377105.07901
1926,8706,1748377105.09429
1927,194118,1748377105.11733
1928,2802,1748377107.74655
1929,335605,1748377107.76201
1930,210746,1748377107.80871
1931,275176,1748377107.83536
1932,248391,1748377107.90751
1933,382803,1748377107.91390
1934,269664,1748377109.12247
1935,18350,1748377109.12496
1936,535597,1748377109.15811
1937,271649,1748377111.73322
1938,311,1748377113.09806
1939,331030,1748377113.09969
1940,541541,1748377115.95840
1941,391120,1748377115.95896
1942,606687,1748377117.09819
1943,401573,1748377117.10422
1944,211644,1748377117.14266
1945,349501,1748377117.14907
1946,265710,1748377117.15260
1947,289860,1748377121.17785
1948,15560,1748377121.19296
1949,373385,1748377123.94053
1950,550145,1748377127.95601
1951,664121,1748377129.13568
1952,781898,1748377129.19393
1953,580264,1748377131.96809
1954,507309,1748377131.99602
1955,322872,1748377133.12046
1956,633902,1748377134.34194
1957,428630,1748377135.98570
1958,290550,1748377137.14173
1959,1628,1748377137.14226
1960,2494,1748377138.34813
1961,640275,1748377140.03580
1962,195162,1748377140.62618
1963,781834,1748377141.15892
1964,664550,1748377142.36779
1965,674,1748377144.01017
1966,610323,1748377145.20985
1967,375028,1748377146.37972
1968,467243,1748377146.39142
1969,881612,1748377146.41330
1970,335695,1748377148.24139
1971,1091207,1748377150.44668
1972,11379,1748377150.81861
1973,977233,1748377153.19362
1974,7791,1748377153.19659
1975,222938,1748377153.22118
1976,522185,1748377154.43136
1977,253503,1748377154.43423
1978,511011,1748377154.43665
1979,778956,1748377154.49354
1980,4753,1748377154.80516
1981,1086996,1748377154.80978
1982,370193,1748377154.82254
1983,664313,1748377156.31351
1984,243818,1748377156.31638
1985,13331,1748377157.17934
1986,8070,1748377158.81300
1987,441956,1748377160.38472
1988,309904,1748377161.19661
1989,373399,1748377162.45554
1990,17183,1748377162.82807
1991,377569,1748377162.83685
1992,499579,1748377164.34743
1993,4134,1748377165.20648
1994,1000910,1748377166.48235
1995,236266,1748377166.49930
1996,20965,1748377168.43009
1997,548050,1748377168.43047
1998,352138,1748377168.44684
1999,651912,1748377169.22229
2000,190775,1748377170.47692
2001,781905,1748377170.49144
2002,12794,1748377171.58297
2003,9270,1748377172.98914
2004,278498,1748377173.22675
2005,390289,1748377173.23062
2006,389060,1748377173.23888
2007,390371,1748377173.25438
2008,862020,1748377173.26280
2009,389087,1748377173.26544
2010,390360,1748377174.49800
2011,390422,1748377174.50039
2012,390590,1748377174.50079
2013,554971,1748377174.50519
2014,409,1748377175.50184
2015,389068,1748377176.99583
2016,390407,1748377177.00556
2017,297212,1748377177.00907
2018,390282,1748377177.27599
2019,5685,1748377178.49681
2020,277782,1748377180.83132
2021,264150,1748377181.00602
2022,497111,1748377181.24314
2023,938603,1748377182.52785
2024,262876,1748377182.53005
2025,1020698,1748377184.84249
2026,1841,1748377185.01805
2027,526335,1748377185.01899
2028,248032,1748377185.26431
2029,283441,1748377185.27955
2030,287584,1748377186.52094
2031,1045258,1748377190.55727
2032,400293,1748377193.27505
2033,724513,1748377193.27581
2034,196684,1748377193.43217
2035,193796,1748377194.52961
2036,235488,1748377195.98800
2037,366531,1748377197.42841
2038,239923,1748377197.43447
2039,262058,1748377198.54704
2040,335571,1748377199.97355
2041,14260,1748377203.59531
2042,779266,1748377208.79409
2043,291566,1748377213.08522
2044,263333,1748377213.89451
2045,1074621,1748377216.29405
2046,571915,1748377216.73901
2047,251021,1748377217.83350
2048,273384,1748377217.84058
2049,254680,1748377219.60324
2050,339511,1748377220.30604
2051,1091225,1748377221.83663
2052,216456,1748377225.84620
2053,690122,1748377225.86040
2054,244560,1748377229.85281
2055,10982,1748377231.37691
2056,327184,1748377231.39521
2057,534670,1748377233.70785
2058,449096,1748377234.02723
2059,263831,1748377235.33647
2060,250874,1748377235.33995
2061,338010,1748377235.35076
2062,719365,1748377236.22809
2063,8987,1748377238.03269
2064,783052,1748377239.34538
2065,778972,1748377239.35921
2066,241066,1748377241.61439
2067,334307,1748377243.06367
2068,17108,1748377244.91646
2069,5494,1748377247.04837
2070,1054163,1748377247.04880
2071,388177,1748377247.06517
2072,335539,1748377247.07451
2073,534680,1748377247.38320
2074,3059,1748377250.90896
2075,246905,1748377250.90946
2076,794160,1748377251.38914
2077,242615,1748377253.59274
2078,781815,1748377254.24852
2079,636798,1748377254.25929
2080,214569,1748377254.91614
2081,398474,1748377257.57960
2082,862026,1748377257.59421
2083,511843,1748377265.61285
2084,211535,1748377265.61857
2085,17135,1748377265.64347
2086,232937,1748377266.10512
2087,476799,1748377266.11377
2088,633949,1748377266.13526
2089,875797,1748377269.61278
2090,385591,1748377269.87528
2091,291140,1748377269.87615
2092,1091203,1748377270.16048
2093,875147,1748377270.17540
2094,23159,1748377273.85497
2095,280874,1748377276.46959
2096,343261,1748377276.47344
2097,371981,1748377276.47733
2098,589211,1748377277.86820
2099,779283,1748377278.84401
2100,8494,1748377282.18745
2101,934288,1748377282.18785
2102,636312,1748377285.88625
2103,393718,1748377285.88672
2104,356164,1748377285.90215
2105,645103,1748377285.90342
2106,435578,1748377285.90408
2107,636265,1748377286.18168
2108,593546,1748377286.18374
2109,429262,1748377286.18799
2110,638822,1748377286.18938
2111,390618,1748377286.88519
2112,390601,1748377286.90916
2113,391774,1748377286.90958
2114,636342,1748377286.92415
2115,636196,1748377286.92613
2116,638783,1748377288.61580
2117,391737,1748377288.61629
2118,337077,1748377288.63664
2119,391790,1748377289.91637
2120,391795,1748377289.93305
2121,435941,1748377290.20113
2122,627682,1748377292.63894
2123,638764,1748377292.63941
2124,515449,1748377294.70249
2125,636411,1748377296.64411
2126,391699,1748377296.65947
2127,339108,1748377296.97790
2128,191125,1748377296.98045
2129,891948,1748377298.42576
2130,738574,1748377298.79896
2131,1864,1748377300.64515
2132,638855,1748377302.42009
2133,627071,1748377302.43226
2134,531326,1748377304.65642
2135,1086986,1748377306.85031
2136,778976,1748377308.69830
2137,12778,1748377310.46015
2138,376177,1748377310.77848
2139,417189,1748377310.77894
2140,331401,1748377310.86365
2141,474465,1748377312.68554
2142,474410,1748377312.68737
2143,265348,1748377312.69034
2144,474375,1748377312.69114
2145,474409,1748377314.45893
2146,474397,1748377314.46198
2147,474398,1748377314.47016
2148,474464,1748377314.47133
2149,474487,1748377314.78413
2150,963436,1748377314.78849
2151,474463,1748377314.87124
2152,474411,1748377314.87197
2153,337789,1748377318.46291
2154,471309,1748377318.80673
2155,1544,1748377318.81269
2156,251619,1748377318.88773
2157,1089896,1748377322.47834
2158,1090968,1748377322.48970
2159,440282,1748377322.81803
2160,780238,1748377326.48588
2161,298587,1748377326.81474
2162,11769,1748377326.81517
2163,279408,1748377326.83087
2164,570517,1748377326.91342
2165,275094,1748377326.91577
2166,306259,1748377327.93046
2167,472276,1748377330.91578
2168,7479,1748377334.92635
2169,294151,1748377336.59305
2170,783067,1748377336.60016
2171,9055,1748377338.50338
2172,331537,1748377338.94236
2173,779316,1748377340.62610
2174,415400,1748377340.62667
2175,12354,1748377340.68434
2176,342757,1748377340.89907
2177,342752,1748377340.90269
2178,252781,1748377340.90689
2179,190833,1748377342.95000
2180,19719,1748377344.61823
2181,482366,1748377344.73359
2182,982794,1748377344.90287
2183,256096,1748377347.01932
2184,782156,1748377350.98865
2185,14451,1748377355.73956
2186,736263,1748377356.07634
2187,196366,1748377356.07677
2188,550091,1748377356.08120
2189,1091215,1748377359.81357
2190,379151,1748377360.02173
2191,483365,1748377360.06529
2192,385593,1748377363.77414
2193,273406,1748377363.77616
2194,874113,1748377364.02659
2195,834435,1748377364.07500
2196,14123,1748377364.07742
2197,346883,1748377367.77057
2198,534695,1748377367.77128
2199,631077,1748377368.02239
2200,976,1748377368.05470
2201,338454,1748377368.09155
2202,369433,1748377368.09284
2203,414155,1748377371.79133
2204,262970,1748377372.09974
2205,936941,1748377372.10207
2206,273973,1748377372.10553
2207,302346,1748377375.79013
2208,409573,1748377376.11130
2209,541340,1748377376.11532
2210,257703,1748377376.11700
2211,192624,1748377376.14603
2212,8109,1748377380.06310
2213,341143,1748377380.06818
2214,14158,1748377380.12506
2215,18628,1748377380.14492
2216,2454,1748377384.12173
2217,442298,1748377384.13684
2218,259680,1748377384.21248
2219,248216,1748377384.61807
2220,634002,1748377384.62273
2221,279914,1748377386.88646
2222,995589,1748377388.08796
2223,710539,1748377388.14661
2224,15828,1748377394.90824
2225,780193,1748377394.91297
2226,777797,1748377396.11751
2227,877811,1748377397.59685
2228,779002,1748377400.13491
2229,5694,1748377400.15129
2230,297910,1748377401.60319
2231,20559,1748377402.93279
2232,630280,1748377402.93668
2233,393268,1748377404.03618
2234,897447,1748377405.62248
2235,275659,1748377405.66729
2236,320028,1748377405.69656
2237,420564,1748377405.70043
2238,3484,1748377405.72265
2239,404518,1748377408.01931
2240,331469,1748377408.02017
2241,19135,1748377408.04064
2242,4483,1748377412.20449
2243,16501,1748377412.22061
2244,195099,1748377416.04747
2245,882718,1748377416.06360
2246,228986,1748377416.06405
2247,2785,1748377416.21172
2248,280577,1748377416.78958
2249,1855,1748377416.85268
2250,783078,1748377416.98602
2251,276197,1748377420.23016
2252,20244,1748377420.24149
2253,423036,1748377429.45917
2254,478308,1748377431.42956
2255,733,1748377431.43044
2256,967959,1748377433.47211
2257,432103,1748377433.50345
2258,16087,1748377433.93869
2259,14607,1748377433.94305
2260,244053,1748377433.94500
2261,291644,1748377435.43696
2262,459098,1748377437.96155
2263,198479,1748377437.96474
2264,880,1748377441.96298
2265,759981,1748377442.01056
2266,781911,1748377442.89726
2267,768,1748377443.73623
2268,401526,1748377445.77379
2269,874164,1748377445.79529
2270,4339,1748377445.99400
2271,333643,1748377449.97700
2272,506054,1748377451.74673
2273,23906,1748377452.55669
2274,266490,1748377452.56822
2275,410523,1748377452.58379
2276,589180,1748377453.81504
2277,782165,1748377453.98412
2278,3731,1748377455.74736
2279,250203,1748377457.80829
2280,631657,1748377457.81134
2281,142,1748377457.82370
2282,17136,1748377459.76292
2283,331112,1748377459.78062
2284,733965,1748377472.89146
2285,369876,1748377476.90966
2286,1089079,1748377478.50540
2287,779011,1748377478.50940
2288,4703,1748377480.88324
2289,607841,1748377482.28648
2290,1091120,1748377483.23063
2291,1091121,1748377484.89882
2292,214049,1748377486.29219
2293,210749,1748377487.58555
2294,262554,1748377491.40892
2295,1088568,1748377491.57103
2296,1000963,1748377492.92550
2297,760067,1748377492.94186
2298,724093,1748377496.00587
2299,430484,1748377496.93085
2300,331427,1748377499.98730
2301,882361,1748377499.99440
2302,383508,1748377500.00418
2303,282388,1748377500.26896
2304,287171,1748377500.94001
2305,311570,1748377504.97208
2306,16522,1748377506.62300
2307,779371,1748377508.30080
2308,227531,1748377508.97266
2309,469796,1748377508.97333
2310,333683,1748377512.30810
2311,1077488,1748377512.33211
2312,283119,1748377512.73875
2313,797299,1748377512.97737
2314,390231,1748377516.32622
2315,617158,1748377520.33567
2316,782171,1748377521.15277
2317,630336,1748377521.77775
2318,216378,1748377521.78618
2319,1077263,1748377521.78651
2320,14885,1748377524.33414
2321,244351,1748377525.79196
2322,188141,1748377525.79476
2323,268595,1748377525.81857
2324,337955,1748377528.34516
2325,428879,1748377529.83364
2326,779023,1748377530.84234
2327,900723,1748377531.75840
2328,16085,1748377534.86320
2329,760151,1748377536.37981
2330,633235,1748377538.48146
2331,781286,1748377538.50094
2332,308042,1748377538.88678
2333,380950,1748377538.90506
2334,933,1748377540.02376
2335,266299,1748377542.49227
2336,1000843,1748377542.88058
2337,648373,1748377542.88492
2338,1030,1748377544.03740
2339,206411,1748377546.85331
2340,342703,1748377549.32762
2341,784,1748377550.81764
2342,875888,1748377553.33289
2343,290231,1748377555.38809
2344,214943,1748377555.39679
2345,331380,1748377561.36988
2346,203869,1748377562.81873
2347,783086,1748377565.25943
2348,264386,1748377565.36626
2349,513194,1748377565.64109
2350,265909,1748377569.25131
2351,19031,1748377569.37550
2352,249711,1748377571.44162
2353,589343,1748377572.72346
2354,415482,1748377573.20138
2355,436728,1748377575.44094
2356,275704,1748377576.72951
2357,417832,1748377576.73194
2358,13861,1748377576.75028
2359,337990,1748377579.82411
2360,782195,1748377579.82878
2361,626477,1748377579.82926
2362,226704,1748377580.73726
2363,662338,1748377583.84188
2364,15117,1748377584.77468
2365,3558,1748377585.26811
2366,736425,1748377587.84745
2367,793337,1748377588.42656
2368,368412,1748377588.44274
2369,779409,1748377589.27063
2370,188661,1748377589.27371
2371,793338,1748377591.86074
2372,1134,1748377593.27482
2373,4622,1748377593.61164
2374,14920,1748377595.86727
2375,793323,1748377596.46327
2376,244305,1748377597.28739
2377,793307,1748377599.88675
2378,285998,1748377601.29935
2379,19267,1748377604.85910
2380,231682,1748377606.94885
2381,793322,1748377608.86677
2382,17981,1748377611.39083
2383,307979,1748377612.58258
2384,7483,1748377612.89889
2385,20736,1748377615.41318
2386,1091135,1748377616.57337
2387,314564,1748377616.57385
2388,13089,1748377623.42362
2389,189338,1748377624.58838
2390,875896,1748377629.13898
2391,349228,1748377629.68989
2392,782203,1748377629.69261
2393,875618,1748377629.70561
2394,574772,1748377630.89507
2395,223521,1748377634.88686
2396,631323,1748377639.92231
2397,1089011,1748377640.31105
2398,779442,1748377644.27608
2399,321647,1748377647.23139
2400,212364,1748377647.95472
2401,636822,1748377647.97778
2402,212014,1748377648.27933
2403,781919,1748377654.89392
2404,779035,1748377661.21556
2405,1091232,1748377661.46643
2406,201012,1748377661.47095
2407,192105,1748377661.98895
2408,5818,1748377663.29462
2409,241462,1748377665.49661
2410,338711,1748377665.51851
2411,1091179,1748377666.13452
2412,283960,1748377669.18206
2413,645549,1748377669.24982
2414,1009279,1748377669.25024
2415,19129,1748377673.26155
2416,1090988,1748377676.12679
2417,6602,1748377676.13424
2418,828800,1748377677.25847
2419,599452,1748377677.25862
2420,557,1748377677.26511
2421,1000997,1748377681.11929
2422,665601,1748377681.59562
2423,192300,1748377682.10900
2424,443578,1748377682.12130
2425,634071,1748377685.12321
2426,936984,1748377685.12386
2427,665413,1748377686.12608
2428,1043841,1748377686.15016
2429,16015,1748377686.17766
2430,793298,1748377686.58529
2431,373904,1748377687.10376
2432,586506,1748377687.11132
2433,793299,1748377690.16321
2434,317941,1748377690.16568
2435,9862,1748377691.10523
2436,470740,1748377691.10680
2437,331325,1748377691.12305
2438,373353,1748377694.17297
2439,283178,1748377695.10870
2440,793306,1748377698.20044
2441,664703,1748377699.12182
2442,244445,1748377699.12807
2443,13870,1748377701.34720
2444,4204,1748377702.18433
2445,1045517,1748377702.18753
2446,782207,1748377702.18861
2447,321301,1748377703.15161
2448,924884,1748377703.15204
2449,881772,1748377705.36062
2450,631403,1748377705.36480
2451,793274,1748377706.33340
2452,793273,1748377707.15587
2453,793286,1748377707.15797
2454,871,1748377707.27414
2455,1894,1748377708.54729
2456,351199,1748377709.38326
2457,7271,1748377709.40409
2458,878843,1748377714.53501
2459,310815,1748377714.54517
2460,7588,1748377714.54676
2461,725,1748377717.72790
2462,14419,1748377717.73103
2463,265439,1748377718.28026
2464,5623,1748377718.28073
2465,783256,1748377718.59877
2466,350362,1748377720.90294
2467,289203,1748377723.46502
2468,779062,1748377724.90739
2469,779513,1748377724.95419
2470,580005,1748377730.70009
2471,231589,1748377739.17169
2472,535099,1748377741.44786
2473,332255,1748377741.75736
2474,712330,1748377742.19873
2475,239267,1748377745.41904
2476,716,1748377745.43500
2477,534621,1748377745.77763
2478,427588,1748377745.79046
2479,589393,1748377746.24983
2480,305939,1748377747.40964
2481,873720,1748377747.41413
2482,1007108,1748377749.43274
2483,193930,1748377753.45195
2484,532272,1748377753.84840
2485,567697,1748377756.97968
2486,299150,1748377756.98285
2487,782217,1748377762.28439
2488,464937,1748377762.58093
2489,2420,1748377762.58351
2490,1091257,1748377762.59515
2491,532277,1748377766.61034
2492,447723,1748377767.02054
2493,501403,1748377770.63146
2494,781933,1748377770.63191
2495,631445,1748377771.00302
2496,1058403,1748377772.70058
2497,866228,1748377772.75358
2498,4823,1748377775.03857
2499,98,1748377776.70975
2500,317575,1748377778.01694
2501,390285,1748377780.71613
2502,782369,1748377780.71680
2503,881803,1748377784.26811
2504,280534,1748377784.73257
2505,4327,1748377785.33641
2506,687238,1748377789.32002
2507,282077,1748377790.70633
2508,681790,1748377791.87879
2509,13878,1748377792.76842
2510,779073,1748377792.78366
2511,634139,1748377793.35482
2512,779553,1748377797.38291
2513,1103,1748377797.38453
2514,195117,1748377800.44482
2515,1575,1748377800.59494
2516,453403,1748377801.39482
2517,1091105,1748377804.44461
2518,461273,1748377808.46486
2519,921219,1748377810.39573
2520,295349,1748377810.41036
2521,3360,1748377811.53427
2522,191042,1748377814.33947
2523,2736,1748377815.68301
2524,320093,1748377815.68361
2525,4353,1748377815.68420
2526,18481,1748377815.70753
2527,330748,1748377816.50198
2528,402313,1748377819.69809
2529,778639,1748377823.79434
2530,1087741,1748377825.97091
2531,278406,1748377829.98152
2532,383977,1748377830.00055
2533,783263,1748377832.78652
2534,218710,1748377832.80405
2535,15732,1748377837.96497
2536,245124,1748377838.01635
2537,310356,1748377840.40730
2538,246674,1748377844.39559
2539,314415,1748377844.39615
2540,465,1748377848.44664
2541,782254,1748377849.07838
2542,409857,1748377851.47441
2543,20591,1748377852.99590
2544,538234,1748377856.44033
2545,6591,1748377857.01033
2546,779099,1748377858.75984
2547,320144,1748377858.81972
2548,259897,1748377860.44584
2549,1349,1748377860.44644
2550,881815,1748377860.59626
2551,295169,1748377861.02606
2552,221381,1748377862.47251
2553,16395,1748377862.47467
2554,771,1748377864.44421
2555,779710,1748377868.46639
2556,781940,1748377868.70643
2557,778614,1748377872.49952
2558,210796,1748377872.71929
2559,982321,1748377874.53985
2560,577108,1748377874.54613
2561,17770,1748377876.53605
2562,1043654,1748377876.74362
2563,531803,1748377880.23502
2564,589524,1748377880.61232
2565,1091111,1748377884.74654
2566,247143,1748377884.75180
2567,17282,1748377884.76792
2568,631546,1748377886.58194
2569,5034,1748377888.31973
2570,222944,1748377890.53274
2571,782262,1748377890.57041
2572,275862,1748377894.58052
2573,1049777,1748377894.59165
2574,254030,1748377894.63621
2575,973228,1748377898.46997
2576,243771,1748377898.53619
2577,3346,1748377898.58606
2578,3017,1748377902.74992
2579,240690,1748377905.74622
2580,323021,1748377906.56553
2581,1768,1748377909.72176
2582,634195,1748377909.72291
2583,242542,1748377910.82496
2584,188303,1748377911.15300
2585,1338,1748377919.18761
2586,284172,1748377919.40820
2587,779110,1748377919.68623
2588,641754,1748377920.63809
2589,16362,1748377923.18854
2590,528923,1748377923.68749
2591,995617,1748377923.81895
2592,328855,1748377927.79633
2593,2766,1748377927.81268
2594,16567,1748377928.72713
2595,264932,1748377931.82589
2596,674436,1748377931.93488
2597,779749,1748377931.93596
2598,878851,1748377931.93931
2599,16679,1748377932.18859
2600,10981,1748377932.66896
2601,4905,1748377936.60287
2602,395043,1748377936.69371
2603,881827,1748377940.68314
2604,334556,1748377940.68331
2605,287946,1748377944.69444
2606,427254,1748377945.50527
2607,663876,1748377950.43516
2608,778590,1748377950.47173
2609,783275,1748377952.74712
2610,452445,1748377953.58511
2611,4199,1748377954.32156
2612,315785,1748377954.43312
2613,6500,1748377957.53967
2614,257065,1748377957.55453
2615,492601,1748377957.55557
2616,506026,1748377960.76305
2617,545503,1748377960.76383
2618,195633,1748377960.76617
2619,1020654,1748377964.35529
2620,21431,1748377964.77742
2621,781950,1748377964.78040
2622,483428,1748377966.07791
2623,196950,1748377966.08482
2624,17236,1748377968.35033
2625,962665,1748377968.36753
2626,238466,1748377974.09841
2627,780168,1748377974.10239
2628,14297,1748377974.10275
2629,809851,1748377977.66391
2630,455478,1748377981.29169
2631,4926,1748377981.29185
2632,528963,1748377985.67627
2633,13114,1748377987.35358
2634,205891,1748377987.35384
2635,13659,1748377987.53009
2636,631595,1748377989.67868
2637,333517,1748377989.77835
2638,206967,1748377989.78103
2639,323070,1748377992.19625
2640,521180,1748377996.19810
2641,12871,1748377996.76770
2642,288129,1748378000.20369
2643,782268,1748378000.20531
2644,1087987,1748378000.20798
2645,872372,1748378002.55820
2646,779802,1748378003.35508
2647,823683,1748378004.20768
2648,210994,1748378006.65744
2649,424493,1748378006.74155
2650,321969,1748378010.74477
2651,481165,1748378014.09478
2652,477868,1748378014.67618
2653,481161,1748378014.75121
2654,15420,1748378014.75685
2655,237392,1748378014.75918
2656,454826,1748378014.84418
2657,238260,1748378017.42048
2658,331049,1748378018.09555
2659,1082434,1748378018.69995
2660,481170,1748378018.73393
2661,481192,1748378018.81615
2662,1003072,1748378018.81655
2663,205937,1748378018.82851
2664,14209,1748378022.10258
2665,882429,1748378023.13795
2666,5283,1748378026.12556
2667,318592,1748378026.22630
2668,497991,1748378027.05281
2669,240973,1748378027.05448
2670,14782,1748378027.78940
2671,779176,1748378031.97347
